"0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81"
0.05646481178396072,0.02536824877250409,0.03764320785597381,0.02536824877250409,0.018821603927986905,0.015548281505728314,0.014729950900163666,0.013911620294599018,0.024549918166939442,0.031096563011456628,0.031096563011456628,0.03436988543371522,0.057283142389525366,0.08592471358428805,0.13747954173486088,0.14729950900163666,0.12356792144026187,0.08592471358428805,0.029459901800327332,0.004091653027823241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07167530224525043,0.023316062176165803,0.04922279792746114,0.02849740932642487,0.025043177892918825,0.015544041450777202,0.01468048359240069,0.019861830742659757,0.01468048359240069,0.012089810017271158,0.02849740932642487,0.03281519861830743,0.03454231433506045,0.05094991364421416,0.09067357512953368,0.11139896373056994,0.14507772020725387,0.12176165803108809,0.08721934369602763,0.018998272884283247,0.0034542314335060447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0617678381256656,0.051118210862619806,0.055378061767838126,0.03407880724174654,0.03727369542066028,0.027689030883919063,0.010649627263045794,0.01597444089456869,0.011714589989350373,0.011714589989350373,0.01810436634717785,0.01703940362087327,0.025559105431309903,0.024494142705005325,0.03514376996805112,0.07987220447284345,0.11288604898828541,0.12673056443024494,0.13525026624068157,0.08093716719914804,0.024494142705005325,0.002129925452609159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08379888268156424,0.0297951582867784,0.04189944134078212,0.04189944134078212,0.024208566108007448,0.01675977653631285,0.03445065176908752,0.015828677839851025,0.01675977653631285,0.0148975791433892,0.0148975791433892,0.0223463687150838,0.025139664804469275,0.021415270018621976,0.04189944134078212,0.05027932960893855,0.0782122905027933,0.12383612662942271,0.10521415270018622,0.11080074487895716,0.0595903165735568,0.025139664804469275,9.31098696461825e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06040992448759439,0.02696871628910464,0.045307443365695796,0.02481121898597627,0.020496224379719527,0.018338727076591153,0.030204962243797196,0.020496224379719527,0.007551240560949299,0.003236245954692557,0.007551240560949299,0.004314994606256742,0.020496224379719527,0.018338727076591153,0.02912621359223301,0.04962243797195254,0.061488673139158574,0.08629989212513485,0.09924487594390508,0.12297734627831715,0.13052858683926646,0.08306364617044229,0.02481121898597627,0.002157497303128371,0.002157497303128371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05755395683453238,0.019527235354573486,0.05344295991778006,0.03391572456320658,0.025693730729701953,0.02672147995889003,0.020554984583761562,0.008221993833504625,0.020554984583761562,0.010277492291880781,0.0020554984583761563,0.010277492291880781,0.020554984583761562,0.018499486125385406,0.014388489208633094,0.0328879753340185,0.040082219938335044,0.044193216855087356,0.07913669064748201,0.09763617677286741,0.12538540596094552,0.12024665981500514,0.09044193216855087,0.025693730729701953,0.0020554984583761563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04608294930875576,0.029953917050691243,0.02534562211981567,0.027649769585253458,0.038018433179723504,0.018433179723502304,0.027649769585253458,0.03110599078341014,0.01152073732718894,0.009216589861751152,0.009216589861751152,0.004608294930875576,0.00576036866359447,0.0034562211981566822,0.01152073732718894,0.027649769585253458,0.021889400921658985,0.021889400921658985,0.04723502304147465,0.0967741935483871,0.11290322580645161,0.16129032258064516,0.10483870967741936,0.07373271889400922,0.03110599078341014,0.001152073732718894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07462686567164178,0.031207598371777476,0.032564450474898234,0.029850746268656716,0.036635006784260515,0.028493894165535955,0.04341926729986431,0.016282225237449117,0.016282225237449117,0.012211668928086838,0.014925373134328358,0.0013568521031207597,0.008141112618724558,0.010854816824966078,0.0013568521031207597,0.017639077340569877,0.025780189959294438,0.018995929443690638,0.025780189959294438,0.051560379918588875,0.07327001356852103,0.07598371777476255,0.1546811397557666,0.08005427408412483,0.08683853459972862,0.029850746268656716,0.0013568521031207597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09330143540669857,0.029904306220095694,0.041866028708133975,0.02631578947368421,0.03588516746411483,0.03229665071770335,0.03229665071770335,0.02033492822966507,0.01674641148325359,0.023923444976076555,0.009569377990430622,0,0.01076555023923445,0.004784688995215311,0.0011961722488038277,0.008373205741626795,0.007177033492822967,0.01674641148325359,0.01674641148325359,0.029904306220095694,0.08253588516746412,0.08133971291866028,0.09688995215311005,0.10406698564593302,0.0861244019138756,0.07535885167464115,0.014354066985645933,0.0011961722488038277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17551462621885158,0.03683640303358613,0.0314192849404117,0.035752979414951244,0.02600216684723727,0.02275189599133261,0.02925243770314193,0.01950162513542795,0.018418201516793065,0.015167930660888408,0.0065005417118093175,0.0032502708559046588,0.00866738894907909,0.0065005417118093175,0.004333694474539545,0.004333694474539545,0.007583965330444204,0.01733477789815818,0.01733477789815818,0.011917659804983749,0.030335861321776816,0.044420368364030335,0.08234019501625135,0.09209100758396534,0.10834236186348863,0.09317443120260022,0.0390032502708559,0.011917659804983749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3177664974619289,0.03350253807106599,0.04060913705583756,0.025380710659898477,0.018274111675126905,0.015228426395939087,0.012182741116751269,0.01015228426395939,0.019289340101522844,0.01116751269035533,0.005076142131979695,0.012182741116751269,0.005076142131979695,0.008121827411167513,0.008121827411167513,0.005076142131979695,0.007106598984771574,0.005076142131979695,0.01116751269035533,0.014213197969543147,0.02233502538071066,0.02030456852791878,0.03248730964467005,0.049746192893401014,0.06395939086294417,0.09340101522842639,0.06802030456852792,0.04568527918781726,0.016243654822335026,0.0010152284263959391,0.0020304568527918783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23782771535580524,0.03464419475655431,0.056179775280898875,0.03838951310861423,0.02153558052434457,0.03089887640449438,0.019662921348314606,0.012172284644194757,0.011235955056179775,0.0056179775280898875,0.015917602996254682,0.012172284644194757,0.003745318352059925,0.014044943820224719,0.008426966292134831,0.003745318352059925,9.363295880149813e-4,0.0056179775280898875,0.0018726591760299626,0.011235955056179775,0.0149812734082397,0.013108614232209739,0.018726591760299626,0.03464419475655431,0.08239700374531835,0.07958801498127341,0.06835205992509363,0.06647940074906367,0.05149812734082397,0.023408239700374533,9.363295880149813e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1555977229601518,0.06546489563567362,0.1015180265654649,0.06451612903225806,0.03700189753320683,0.024667931688804556,0.014231499051233396,0.006641366223908918,0.014231499051233396,0.012333965844402278,0.0028462998102466793,0.013282732447817837,0.0056925996204933585,0.010436432637571158,0.013282732447817837,0.013282732447817837,0.0018975332068311196,0.003795066413662239,0.006641366223908918,0.008538899430740038,0.004743833017077799,0.013282732447817837,0.018975332068311195,0.015180265654648957,0.03889943074003795,0.04459203036053131,0.051233396584440226,0.06546489563567362,0.09487666034155598,0.061669829222011384,0.014231499051233396,9.487666034155598e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13254203758654798,0.04846686449060336,0.09396636993076163,0.0791295746785361,0.051434223541048464,0.028684470820969338,0.028684470820969338,0.008902077151335312,0.016815034619188922,0.009891196834817012,0.003956478733926805,0.011869436201780416,0.003956478733926805,0.00791295746785361,0.012858555885262116,0.009891196834817012,0.010880316518298714,0.006923837784371909,0.005934718100890208,0.008902077151335312,0.009891196834817012,0.00791295746785361,0.013847675568743818,0.019782393669634024,0.016815034619188922,0.043521266073194856,0.040553907022749754,0.04253214638971316,0.08803165182987141,0.058358061325420374,0.06231454005934718,0.011869436201780416,0.002967359050445104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18171926006528835,0.07290533188248095,0.09466811751904244,0.06855277475516866,0.042437431991294884,0.04787812840043525,0.017410228509249184,0.017410228509249184,0.015233949945593036,0.00544069640914037,0.001088139281828074,0.008705114254624592,0.013057671381936888,0.011969532100108813,0.004352557127312296,0.006528835690968444,0.006528835690968444,0.014145810663764961,0.002176278563656148,0,0.004352557127312296,0.004352557127312296,0.006528835690968444,0.01632208922742111,0.013057671381936888,0.022850924918389554,0.008705114254624592,0.020674646354733407,0.04461371055495103,0.07725788900979326,0.07616974972796518,0.051142546245919476,0.018498367791077257,0.003264417845484222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16782608695652174,0.06869565217391305,0.09391304347826086,0.07478260869565218,0.05391304347826087,0.043478260869565216,0.035652173913043476,0.01391304347826087,0.01565217391304348,0.00608695652173913,0.013043478260869565,0.006956521739130435,0.004347826086956522,0.006956521739130435,0.00782608695652174,0.006956521739130435,0.009565217391304347,0.0052173913043478265,0.004347826086956522,0.0026086956521739132,0.0017391304347826088,8.695652173913044e-4,0.006956521739130435,0.01217391304347826,0.013043478260869565,0.0034782608695652175,0.00608695652173913,0.006956521739130435,0.02608695652173913,0.06782608695652174,0.07130434782608695,0.06347826086956522,0.06173913043478261,0.01652173913043478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.27230411171450736,0.07059736229635376,0.08223429014740109,0.07990690457719161,0.05896043444530644,0.041117145073700546,0.026377036462373934,0.021722265321955005,0.015515903801396431,0.009309542280837859,0.0069821567106283944,0.010861132660977503,0.0023273855702094647,0.0023273855702094647,0.013964313421256789,0.004654771140418929,0.01008533747090768,0.0062063615205585725,0.003878975950349108,0.0015515903801396431,0.004654771140418929,0.0031031807602792862,0.0031031807602792862,0.008533747090768037,0.008533747090768037,0.008533747090768037,0,0.0023273855702094647,0.0023273855702094647,0.017843289371605897,0.045771916214119475,0.051978277734678044,0.05508145849495733,0.035686578743211794,0.01008533747090768,0.0015515903801396431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25130548302872063,0.07049608355091384,0.11422976501305483,0.06201044386422976,0.06592689295039164,0.04046997389033943,0.034595300261096605,0.016971279373368148,0.01370757180156658,0.012402088772845953,0.007832898172323759,0.012402088772845953,0.007832898172323759,0.006527415143603133,0.007180156657963447,0.013054830287206266,0.0026109660574412533,0.005221932114882507,0.011096605744125326,0.00587467362924282,0.007832898172323759,0.0032637075718015664,0.0026109660574412533,0.0026109660574412533,0.0026109660574412533,0.00587467362924282,0.0013054830287206266,0.0019582245430809398,0,0.0039164490861618795,0.018929503916449087,0.04046997389033943,0.03720626631853786,0.047650130548302874,0.03981723237597911,0.022193211488250653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23413897280966767,0.1148036253776435,0.14954682779456194,0.07854984894259819,0.04909365558912387,0.03323262839879154,0.015105740181268883,0.028700906344410877,0.017371601208459216,0.013595166163141994,0.0037764350453172208,0.010574018126888218,0.012084592145015106,0.006797583081570997,0.0030211480362537764,0.0037764350453172208,0.006042296072507553,0.005287009063444109,0.0015105740181268882,0.004531722054380665,0.0022658610271903325,0.0030211480362537764,0.0022658610271903325,0.0030211480362537764,0.0075528700906344415,0.0037764350453172208,0,7.552870090634441e-4,7.552870090634441e-4,0.0015105740181268882,7.552870090634441e-4,0.01283987915407855,0.0324773413897281,0.052870090634441085,0.04305135951661632,0.028700906344410877,0.012084592145015106,7.552870090634441e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.19636547198384655,0.09086320040383644,0.1574962140333165,0.12821807168096921,0.07269056032306916,0.05603230691569914,0.028268551236749116,0.027258960121150935,0.01867743563856638,0.012619888944977285,0.007067137809187279,0.008581524482584554,0.007067137809187279,0.005552751135790005,0.004038364462392731,0.008076728924785462,0.0020191822311963654,0.003028773346794548,0.004543160020191822,0.0035335689045936395,0.005552751135790005,0.004038364462392731,0.0035335689045936395,0.001514386673397274,0.0035335689045936395,0.0010095911155981827,0,0.0020191822311963654,0.0010095911155981827,0.001514386673397274,0.0020191822311963654,0.001514386673397274,0.015648662291771833,0.028268551236749116,0.03028773346794548,0.02574457344775366,0.02271580010095911,0.00757193336698637,5.047955577990914e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1587701612903226,0.10685483870967742,0.16028225806451613,0.14012096774193547,0.14012096774193547,0.05594758064516129,0.03578629032258065,0.025201612903225805,0.015625,0.015120967741935484,0.011592741935483871,0.011088709677419355,0.010080645161290322,0.008064516129032258,0.005040322580645161,0.0030241935483870967,0.006048387096774193,0.0030241935483870967,0.005040322580645161,0.004032258064516129,0.0025201612903225806,0.0015120967741935483,0.005544354838709678,0.0025201612903225806,0.0020161290322580645,5.040322580645161e-4,5.040322580645161e-4,0,0,0.0010080645161290322,0,5.040322580645161e-4,0.0015120967741935483,0.004032258064516129,0.014112903225806451,0.013608870967741936,0.015625,0.011592741935483871,0.0020161290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14067127344521224,0.08884501480750247,0.13919052319842054,0.14116485686080948,0.11697926949654491,0.08884501480750247,0.06268509378084897,0.038005923000987166,0.026159921026653505,0.012339585389930898,0.008884501480750246,0.008884501480750246,0.013820335636722606,0.008884501480750246,0.006910167818361303,0.005923000987166831,0.0029615004935834156,0.0029615004935834156,0.005429417571569595,0.004442250740375123,0.004442250740375123,0.004442250740375123,0.005429417571569595,0.004935834155972359,0.003948667324777887,0.0014807502467917078,0,0,0,0,4.935834155972359e-4,0,4.935834155972359e-4,0.0019743336623889436,0.0024679170779861796,0.004935834155972359,0.01085883514313919,0.01579466929911155,0.009871668311944718,0.004442250740375123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15074626865671642,0.0880597014925373,0.11791044776119403,0.10597014925373134,0.09203980099502487,0.08656716417910448,0.05721393034825871,0.03482587064676617,0.017412935323383085,0.014925373134328358,0.011442786069651741,0.008955223880597015,0.011940298507462687,0.011442786069651741,0.006965174129353234,0.007462686567164179,0.005970149253731343,0.003980099502487562,0.0024875621890547263,0.003980099502487562,0.004975124378109453,0.001990049751243781,0.0029850746268656717,0.003980099502487562,0.0024875621890547263,4.975124378109452e-4,0,0,0,0,0,9.950248756218905e-4,0,4.975124378109452e-4,0.0029850746268656717,0.013432835820895522,0.023383084577114428,0.030845771144278607,0.044278606965174126,0.021393034825870648,0.003980099502487562,9.950248756218905e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
